Player,Nation,Squad 22-23,Comp,Actual Squad,Age,Height,Weight,Foot,MP,Starts,Min,Goals,Shots,SoT,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,Assists,PasProg,PasAtt,PasLive,PasDead,PasCmp,SCA,GCA,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDriPast,Blocks,BlkSh,BlkPass,Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CarDis,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,Recov,AerWon,AerLost,Value (M)
Leo Skiri Ostigard,NOR,Napoli,Serie A,Napoli,24,182.0,81.0,Right,22,17,1424,0.03,3.59,0.6,0.0,0.0,0.07,78.39999999999999,96.30000000000001,1576.3,0.0,5.39,96.30000000000001,90.8,5.12,78.39999999999999,3.41,0.0,1.77,0.07,1.05,0.64,0.07,0.07,0.82,0.15,0.67,1.47,4.39,0.0,117.9,5.45,39.699999999999996,57.3,20.979999999999997,73.0,448.3,238.2,2.2199999999999998,1.77,1.27,7.06,0.57,0.0,0.0,2.77,2.4899999999999998,1.42,0.52,0.07,4.41,8.52,3.44,6.5
Jon Pacheco,ESP,Real Sociedad,La Liga,Real Sociedad,23,184.0,77.0,Left,20,13,1287,0.0,0.87,0.0,0.0,0.0,0.0,88.9,111.80000000000001,1690.9,0.15,8.48,111.80000000000001,98.7,12.52,88.9,1.8900000000000001,0.15,2.23,1.96,1.09,0.99,0.15,0.42000000000000004,2.46,0.69,1.76,1.98,4.29,0.0,130.1,10.59,46.0,66.9,17.67,72.4,388.5,219.10000000000002,3.02,1.4300000000000002,0.72,5.74,0.27,0.0,0.0,1.64,0.67,0.0,3.09,1.96,11.629999999999999,2.91,3.01,3.9
Aitor Paredes,ESP,Athletic Club,La Liga,Athletic Club,24,186.0,79.0,Right,25,13,1291,0.03,4.609999999999999,2.0300000000000002,0.0,0.0,0.0,42.6,54.7,820.9,0.08,4.609999999999999,54.7,53.199999999999996,1.5699999999999998,42.6,3.59,0.16,3.52,1.88,1.88,1.17,0.47,2.73,2.9699999999999998,1.25,1.7200000000000002,4.07,0.55,0.0,80.5,4.53,24.51,38.8,18.53,53.2,279.0,110.9,1.25,0.47,1.88,6.41,0.31,0.08,0.08,2.19,3.9099999999999997,0.16,0.47,1.88,10.629999999999999,2.11,2.9699999999999998,11.0
Patric,ESP,Lazio,Serie A,Lazio,31,184.0,72.0,Right,27,23,2096,0.0,0.45999999999999996,0.0,0.0,0.0,0.0,87.7,113.80000000000001,1687.0,0.0,6.029999999999999,113.80000000000001,96.3,17.14,87.7,2.65,0.14,3.55,2.19,2.26,0.71,0.57,0.78,2.83,1.7000000000000002,1.1300000000000001,2.24,5.3,0.11,132.8,18.75,62.400000000000006,50.5,20.459999999999997,61.2,311.8,142.2,2.73,1.96,0.7,5.010000000000001,0.28,0.0,0.0,1.34,0.88,0.0,5.1,2.19,12.26,1.74,2.4000000000000004,6.0
Gabriel Paulista,BRA,Valencia,La Liga,Atletico Madrid,33,185.0,72.0,Right,31,28,2312,0.02,1.8,0.29000000000000004,0.0,0.0,0.0,79.0,92.0,1436.4,0.11,8.55,92.0,86.30000000000001,5.51,79.0,2.55,0.29,4.13,2.21,2.34,1.5,0.29,1.58,2.8,1.33,1.46,1.85,5.86,0.35,116.0,14.989999999999998,47.400000000000006,58.3,11.8,62.400000000000006,394.5,242.5,2.45,1.8699999999999999,1.03,2.11,0.46,0.12,0.0,2.51,2.11,0.06,0.46,2.21,11.1,3.6799999999999997,2.31,7.0
Nehuen Perez,ARG,Udinese,Serie A,Udinese,24,184.0,75.0,Right,41,41,3412,0.02,1.5699999999999998,0.49,0.0,0.0,0.0,94.30000000000001,113.1,1810.8,0.0,9.0,113.1,104.30000000000001,8.46,94.30000000000001,2.5700000000000003,0.16,5.87,2.95,3.38,2.09,0.4,1.03,2.6900000000000004,0.98,1.72,1.3,5.3100000000000005,0.06,133.6,9.48,48.900000000000006,72.4,13.07,72.80000000000001,351.1,190.8,1.5,1.4,0.8500000000000001,2.34,0.37,0.06,0.0,2.33,0.86,0.1,1.25,2.95,11.3,2.9000000000000004,1.69,8.0
Lucas Perrin,FRA,Strasbourg,Ligue 1,Strasbourg,25,188.0,81.0,Right,29,23,2176,0.0,0.17,0.1,0.0,0.0,0.0,70.5,89.6,1288.8,0.0,5.57,89.6,75.3,13.97,70.5,2.58,0.14,3.88,2.13,2.44,1.03,0.41000000000000003,1.92,1.2599999999999998,0.79,0.49,2.22,5.7,0.0,106.4,9.59,39.6,50.3,17.15,63.400000000000006,336.4,178.3,1.29,1.23,0.59,4.26,0.39,0.0,0.0,1.58,1.32,0.07,2.9,2.13,10.100000000000001,1.79,1.48,5.5
Giuseppe Pezzella,ITA,Lecce,Serie A,Real Betis,33,187.0,82.0,Right,26,20,1706,0.0,1.81,0.42,0.17,0.0,0.0,86.4,106.4,1554.8000000000002,0.39,10.54,106.4,87.30000000000001,18.94,86.4,5.26,0.79,4.9,2.5,3.67,0.9600000000000001,0.28,1.9300000000000002,1.87,0.36000000000000004,1.51,1.9300000000000002,4.359999999999999,0.14,131.10000000000002,5.4399999999999995,40.5,55.8,35.6,66.9,363.6,192.8,3.6900000000000004,2.8,1.53,9.82,0.39,0.08,0.0,3.08,2.36,0.14,6.68,2.5,9.66,1.2,0.9000000000000001,7.0
German Pezzella,ARG,Betis,La Liga,Real Betis,33,187.0,82.0,Right,23,17,1605,0.01,3.07,1.05,0.0,0.0,0.0,55.2,68.6,961.5999999999999,0.0,2.54,68.6,65.9,2.6100000000000003,55.2,2.08,0.06,2.17,1.19,1.19,0.97,0.0,1.3,1.72,0.57,1.1600000000000001,2.01,4.15,0.06,89.3,6.86,36.459999999999994,34.77,19.099999999999998,50.3,271.0,149.1,3.81,2.3,1.11,7.5,0.13,0.13,0.0,2.33,1.8,0.5900000000000001,3.29,1.19,8.24,2.79,1.99,7.0
Amos Pieper,GER,Werder Bremen,Bundesliga,Werder Bremen,26,192.0,86.0,Right,25,21,1823,0.01,1.05,0.12,0.0,0.0,0.0,101.6,123.0,1985.0,0.06,8.31,123.0,118.4,4.34,101.6,1.74,0.12,3.65,2.23,2.29,1.3,0.06,0.74,2.54,1.74,0.8,2.6,11.11,0.06,146.7,15.83,71.69999999999999,70.9,4.38,84.5,466.3,304.6,2.11,0.62,0.18,0.12,0.6799999999999999,0.0,0.0,1.98,0.6799999999999999,0.12,0.99,2.23,10.32,4.77,2.1,5.5
Lucas Martinez Quarta,ARG,Fiorentina,Serie A,Fiorentina,28,183.0,78.0,Right,27,16,1493,0.01,1.79,0.61,0.0,0.0,0.0,74.2,94.0,1474.2,0.08,8.41,94.0,91.5,2.35,74.2,4.7,0.72,4.88,2.27,3.2800000000000002,1.45,0.15,1.13,2.48,0.99,1.49,2.35,3.44,0.08,118.10000000000001,5.95,41.57,49.9,27.71,73.6,472.70000000000005,272.4,7.51,3.24,1.5799999999999998,9.24,0.15,0.0,0.0,1.5499999999999998,2.88,0.0,1.14,2.27,11.0,3.8,2.23,12.0
Antonio Raillo,ESP,Mallorca,La Liga,Mallorca,32,187.0,80.0,Right,32,27,2360,0.01,0.62,0.15,0.0,0.0,0.0,73.3,87.9,1245.8,0.0,5.04,87.9,75.5,12.1,73.3,3.25,0.47,3.7800000000000002,2.41,2.29,1.17,0.32,0.47,3.24,1.27,1.96,2.56,6.61,0.0,110.4,10.36,39.7,46.6,25.8,67.19999999999999,426.79999999999995,250.39999999999998,3.31,3.16,0.75,5.26,0.45999999999999996,0.0,0.0,2.81,1.61,0.05,4.03,2.41,9.09,2.32,2.2,3.8
Ricardo Rodriguez,SUI,Torino,Serie A,Torino,31,182.0,83.0,Left,35,26,2366,0.01,0.66,0.22,0.07,0.0,0.0,89.5,108.19999999999999,1567.4,0.18,8.129999999999999,108.19999999999999,96.5,11.43,89.5,4.51,0.36,4.98,2.69,2.54,1.23,1.21,0.69,2.73,0.92,1.79,2.19,3.84,0.0,126.5,7.49,43.2,60.3,23.72,67.5,303.0,162.8,1.9500000000000002,2.61,0.71,6.800000000000001,0.18,0.0,0.0,2.14,1.55,0.27,4.26,2.69,10.27,1.63,2.19,6.0
Alessio Romagnoli,ITA,Lazio,Serie A,Lazio,29,185.0,75.0,Left,41,36,3213,0.03,0.99,0.35,0.0,0.0,0.0,94.6,109.2,1609.5,0.06,6.859999999999999,109.2,101.4,7.609999999999999,94.6,1.8499999999999999,0.4,2.26,1.1,1.2,1.0,0.06,0.9,1.9300000000000002,1.24,0.69,2.08,6.1899999999999995,0.0,125.89999999999999,14.190000000000001,56.5,61.3,8.36,67.3,330.0,186.9,1.71,1.85,0.45999999999999996,1.9100000000000001,0.18,0.0,0.0,2.15,1.1600000000000001,0.05,0.88,1.1,7.66,4.640000000000001,3.27,31.5
Cristian Romero,ARG,Tottenham,Premier League,Tottenham Hotspur,26,185.0,79.0,Right,24,17,1607,0.0,1.75,0.37,0.0,0.0,0.0,81.4,98.69999999999999,1464.8,0.0,9.05,98.69999999999999,94.30000000000001,4.1,81.4,1.47,0.0,4.73,2.87,2.3,2.14,0.3,1.18,2.7199999999999998,0.67,2.05,2.08,4.53,0.37,120.6,13.07,47.1,61.7,12.04,67.7,299.5,160.5,1.33,1.2,0.82,1.82,0.96,0.08,0.08,2.3,1.4700000000000002,0.22,0.22,2.87,10.81,3.63,3.51,45.5
Anthony Rouault,FRA,Toulouse,Ligue 1,VfB Stuttgart,23,186.0,77.0,Right,30,30,2692,0.02,1.3,0.4,0.0,0.0,0.0,78.1,93.69999999999999,1597.6,0.05,6.220000000000001,93.69999999999999,88.19999999999999,5.1899999999999995,78.1,1.73,0.18,2.94,1.89,2.42,0.52,0.0,0.93,2.6799999999999997,1.53,1.1600000000000001,2.35,6.99,0.14,113.0,16.73,61.1,46.900000000000006,5.42,68.0,354.5,197.6,0.46,0.9,0.64,0.31,0.33999999999999997,0.0,0.0,1.3399999999999999,0.75,0.05,0.25,1.89,11.469999999999999,4.49,2.8,9.0
Amir Rrahmani,KVX,Napoli,Serie A,Napoli,30,192.0,83.0,Right,34,31,2805,0.04,3.54,0.97,0.28,0.0,0.0,113.0,136.9,2220.4,0.62,13.309999999999999,136.9,127.69999999999999,8.7,113.0,7.42,1.27,2.71,1.55,1.44,0.88,0.39,1.12,2.58,1.08,1.5,0.82,3.67,0.07,154.2,10.36,40.74,72.8,41.940000000000005,93.9,487.8,294.20000000000005,4.74,3.11,1.36,9.030000000000001,0.13,0.0,0.0,1.5,1.57,0.24000000000000002,8.89,1.55,9.46,3.4400000000000004,2.5,17.5
Ruan,BRA,Sassuolo,Serie A,Sassuolo,25,187.0,78.0,Right,26,12,1208,0.0,1.9,0.38,0.0,0.0,0.0,61.5,75.6,1102.1999999999998,0.13,4.67,75.6,71.5,4.09,61.5,4.64,0.26,4.09,2.7800000000000002,2.52,1.44,0.13,1.5099999999999998,2.15,0.84,1.31,1.63,5.31,0.18,98.6,9.49,39.82,39.6,20.439999999999998,47.0,278.5,138.7,4.08,2.3600000000000003,1.92,5.05,0.97,0.18,0.0,3.0700000000000003,2.2199999999999998,0.13,0.9,2.7800000000000002,10.71,4.88,5.17,3.2
William Saliba,FRA,Arsenal,Premier League,Arsenal,23,193.0,85.0,Right,33,29,2485,0.07,2.74,1.17,0.29,0.44,0.44,88.2,108.9,1549.2,0.49,7.48,108.9,100.0,8.74,88.2,4.74,1.23,4.04,2.73,1.8,1.4100000000000001,0.84,1.02,1.4100000000000001,0.53,0.88,1.41,3.66,0.19,131.0,7.31,38.730000000000004,65.6,28.63,86.1,480.5,251.60000000000002,3.97,2.1,2.64,7.55,0.48,0.0,0.0,1.8,1.75,0.0,7.109999999999999,2.73,13.91,2.37,2.81,58.5
Mohammed Salisu,GHA,Southampton,Premier League,Monaco,25,191.0,85.0,Left,22,21,1894,0.0,0.76,0.19,0.0,0.0,0.0,40.4,65.0,745.1,0.05,3.81,65.0,59.4,5.33,40.4,1.1,0.1,2.38,1.33,1.57,0.71,0.1,0.38,2.52,1.05,1.48,1.43,5.52,0.05,78.9,9.81,34.4,39.1,5.76,43.3,174.7,79.6,0.24,0.52,0.43,0.19,0.24,0.0,0.0,1.19,0.14,0.05,0.62,1.33,7.24,2.57,1.24,10.0
Yoann Salmier,GUF,Troyes,Ligue 1,Le Havre,31,188.0,85.0,Right,32,28,2406,0.01,0.91,0.41000000000000003,0.0,0.0,0.0,72.6,96.2,1223.0,0.13,5.63,96.2,86.1,10.07,72.6,2.35,0.49,3.33,1.7,2.01,0.78,0.54,1.13,2.11,0.99,1.1099999999999999,2.01,4.89,0.0,114.9,11.059999999999999,41.7,49.599999999999994,24.549999999999997,78.7,466.20000000000005,221.6,3.67,2.94,0.29000000000000004,9.4,0.45999999999999996,0.05,0.0,2.5999999999999996,2.2800000000000002,0.0,5.98,1.7,9.370000000000001,2.48,1.9,1.9
Joe Scally,USA,M'Gladbach,Bundesliga,Borussia Monchengladbach,21,184.0,80.0,Right,29,17,1637,0.0,3.1599999999999997,1.49,0.0,0.0,0.0,65.6,93.2,1066.4,0.0,4.220000000000001,93.2,76.3,16.25,65.6,6.37,0.18,1.96,0.83,0.95,1.01,0.0,0.3,0.71,0.3,0.42,0.3,2.44,0.0,113.8,3.75,21.47,46.900000000000006,46.8,74.4,505.40000000000003,242.7,5.12,4.3999999999999995,4.89,19.2,0.06,0.0,0.0,2.56,7.32,0.06,10.06,0.83,8.629999999999999,0.65,2.5,6.0
Giorgio Scalvini,ITA,Atalanta,Serie A,Atalanta,20,194.0,75.0,Right,33,21,1842,0.04,3.67,1.47,0.0,0.0,0.0,59.8,76.2,931.6,0.0,8.55,76.2,72.8,3.2199999999999998,59.8,2.7800000000000002,0.51,3.36,1.98,1.6,1.02,0.73,0.88,2.2,0.51,1.69,1.9,2.63,0.07,97.6,5.26,26.32,48.0,24.54,56.3,253.9,106.4,1.76,1.3900000000000001,1.76,7.779999999999999,0.51,0.0,0.0,4.31,0.43999999999999995,1.1,0.73,1.98,9.21,4.03,3.23,15.0
Fabian Schar,SUI,Newcastle Utd,Premier League,Newcastle United,32,188.0,84.0,Right,39,35,2973,0.07,4.74,1.5799999999999998,0.1,0.0,0.0,80.9,105.9,1469.5,0.41,9.17,105.9,99.0,6.5,80.9,6.78,0.9199999999999999,2.69,1.38,1.2,0.95,0.54,0.9,1.9699999999999998,0.75,1.22,1.78,4.49,0.0,130.3,7.61,33.67,48.8,49.660000000000004,81.8,567.5,327.3,8.5,5.87,1.55,12.87,0.52,0.0,0.0,1.63,1.79,0.44,6.300000000000001,1.38,10.65,2.8000000000000003,2.15,21.0
Nico Schlotterbeck,GER,Dortmund,Bundesliga,Borussia Dortmund,24,191.0,86.0,Left,26,20,1844,0.03,2.34,1.88,0.0,0.0,0.0,95.39999999999999,114.8,1749.8,0.21,9.96,114.8,110.6,4.05,95.39999999999999,5.41,0.31,4.88,2.23,3.12,1.71,0.05,1.45,2.23,0.73,1.5,1.9699999999999998,3.7800000000000002,0.05,145.4,9.28,46.83,69.1,31.85,93.2,523.0,295.3,5.67,3.17,4.4799999999999995,9.53,0.16,0.0,0.0,1.45,2.19,0.05,3.02,2.23,15.17,2.49,4.83,39.5
Keven Schlotterbeck,GER,Bochum,Bundesliga,VfL Bochum 1848,27,189.0,86.0,Left,25,21,1841,0.09,2.87,1.3,0.06,0.0,0.0,67.6,83.1,1172.4,0.06,2.87,83.1,74.6,7.75,67.6,1.71,0.23,2.29,1.43,1.6800000000000002,0.49,0.12,0.23,6.91,6.06,0.86,11.12,16.48,0.0,132.6,19.610000000000003,66.08999999999999,50.099999999999994,16.94,50.599999999999994,235.20000000000002,111.3,1.81,1.46,2.33,7.27,0.6,0.06,0.0,2.3600000000000003,7.65,1.05,0.53,1.43,7.8100000000000005,12.7,6.109999999999999,4.9
Perr Schuurs,NED,Torino,Serie A,Torino,24,191.0,85.0,Right,34,27,2428,0.01,0.9,0.15000000000000002,0.08,0.0,0.0,66.9,78.5,1297.3000000000002,0.15,3.65,78.5,73.4,5.1,66.9,0.82,0.08,4.31,2.52,2.74,1.3399999999999999,0.23,0.59,2.23,0.89,1.3399999999999999,2.8200000000000003,7.66,0.07,100.1,14.83,55.8,41.7,3.8,42.8,206.0,83.0,0.45,0.67,0.6,0.22,0.59,0.0,0.0,2.69,0.81,0.07,0.15000000000000002,2.52,13.9,5.35,4.02,24.0
Alidu Seidu,GHA,Clermont Foot,Ligue 1,Rennes,24,173.0,68.0,Right,39,39,3255,0.08,2.8899999999999997,1.1300000000000001,0.0,0.06,0.06,51.239999999999995,69.5,858.5,0.12,4.23,69.5,63.6,5.63,51.239999999999995,3.4299999999999997,0.3,3.23,1.9,1.65,0.94,0.63,1.04,2.05,0.79,1.26,2.6799999999999997,3.45,0.1,93.19999999999999,5.970000000000001,29.31,41.1,24.36,58.099999999999994,341.3,156.1,1.77,2.02,1.89,6.74,0.61,0.0,0.0,3.26,3.8200000000000003,0.41,1.88,1.9,10.219999999999999,3.2299999999999995,4.5,5.5
Marcos Senesi,ARG,Bournemouth,Premier League,AFC Bournemouth,27,183.0,78.0,Left,40,39,3353,0.07,1.9100000000000001,0.81,0.61,0.19,0.19,86.7,112.8,1872.5,0.33,11.139999999999999,112.8,99.6,12.41,86.7,5.390000000000001,0.8999999999999999,3.9000000000000004,2.17,2.1,1.52,0.28,1.67,2.31,0.94,1.38,1.8199999999999998,5.84,0.05,131.7,12.77,49.099999999999994,59.9,23.96,82.69999999999999,404.2,186.39999999999998,1.4,1.84,0.62,3.2800000000000002,0.32,0.0,0.0,1.87,1.1099999999999999,0.05,8.510000000000002,2.17,11.75,1.03,1.2,8.0
Luke Shaw,ENG,Manchester Utd,Premier League,Manchester United,28,181.0,75.0,Left,29,20,1911,0.02,2.8,0.62,0.44,0.0,0.0,78.2,99.0,1190.0,0.28,6.79,99.0,87.9,10.530000000000001,78.2,5.449999999999999,0.74,3.3600000000000003,2.0100000000000002,1.75,1.04,0.56,0.91,2.85,0.36,2.49,1.32,2.12,0.06,126.80000000000001,5.03,31.09,56.0,41.3,74.4,408.79999999999995,208.0,4.73,4.18,4.08,10.100000000000001,0.6799999999999999,0.0,0.0,3.01,4.62,0.89,4.2,2.0100000000000002,10.83,2.77,3.08,29.5
Milan Skriniar,SVK,Inter,Serie A,Paris Saint Germain,29,188.0,80.0,Right,30,25,2135,0.01,3.96,1.29,0.0,0.0,0.0,69.47,80.6,1241.0,0.0,4.29,80.6,76.9,3.65,69.47,2.05,0.2,1.75,1.16,0.75,0.79,0.21,0.75,1.3,0.64,0.66,0.79,3.08,0.16,98.7,8.41,38.67,45.01,15.39,62.0,279.1,129.6,1.6400000000000001,0.73,1.14,2.98,0.66,0.05,0.05,3.52,1.3399999999999999,1.4200000000000002,0.41000000000000003,1.16,6.85,2.09,4.05,31.5
Chris Smalling,ENG,Roma,Serie A,Roma,34,194.0,81.0,Right,38,36,3164,0.06,3.8099999999999996,1.03,0.74,0.0,0.0,67.8,84.0,1149.2,0.44,7.3100000000000005,84.0,74.6,9.030000000000001,67.8,6.430000000000001,0.67,1.47,0.88,0.92,0.39,0.15,0.99,1.9300000000000002,1.04,0.89,1.67,4.45,0.0,104.30000000000001,8.299999999999999,34.06,40.5,31.17,59.1,346.1,206.0,5.51,3.17,1.4200000000000002,9.02,0.25,0.0,0.0,1.19,1.36,0.59,4.37,0.88,7.59,1.73,1.04,20.0
Adama Soumaoro,FRA,Bologna,Serie A,Bologna,32,187.0,91.0,Right,35,30,2697,0.09,1.68,0.8700000000000001,0.0,0.0,0.0,58.4,67.4,1032.3999999999999,0.25,4.02,67.4,64.2,2.59,58.4,2.89,0.38,1.58,0.8400000000000001,0.56,0.76,0.27,0.25,0.9099999999999999,0.51,0.4,1.27,4.39,0.13,84.4,7.3100000000000005,32.83,36.900000000000006,15.260000000000002,52.4,307.9,131.5,1.91,1.45,2.27,5.59,0.42,0.07,0.07,2.03,1.86,0.49,0.37,0.8400000000000001,7.6,2.13,2.33,2.1
Niklas Stark,GER,Werder Bremen,Bundesliga,Werder Bremen,29,190.0,88.0,Right,37,28,2600,0.11,2.39,1.07,0.06,0.06,0.06,61.8,78.0,1152.0,0.0,4.87,78.0,75.4,2.25,61.8,2.08,0.12,3.16,2.19,1.54,1.37,0.26,0.71,1.5499999999999998,0.46,1.0899999999999999,2.61,5.41,0.0,102.3,8.18,37.79,48.5,16.86,61.0,340.0,149.2,1.41,1.28,1.3900000000000001,6.62,0.46,0.0,0.0,2.59,2.67,0.49,0.18,2.19,7.82,5.29,6.359999999999999,4.0
Pascal Stenzel,GER,Stuttgart,Bundesliga,VfB Stuttgart,28,183.0,74.0,Right,23,13,1032,0.0,1.33,0.0,0.0,0.0,0.0,78.9,101.3,1518.3999999999999,0.29,5.800000000000001,101.3,87.0,14.290000000000001,78.9,4.34,0.29,5.71,3.56,3.56,2.03,0.13,1.39,3.01,0.7,2.32,2.06,2.7199999999999998,0.0,120.8,5.65,38.9,62.0,21.5,57.5,251.3,127.4,1.49,1.65,0.89,2.19,0.25,0.0,0.0,2.8899999999999997,1.46,0.0,5.52,3.56,16.57,2.19,1.46,1.5
Niklas Sule,GER,Dortmund,Bundesliga,Borussia Dortmund,28,195.0,99.0,Right,20,13,1190,0.01,1.09,0.39,0.0,0.0,0.0,102.6,116.9,1891.9,0.16,8.02,116.9,110.8,6.09,102.6,3.8,0.31,4.78,0.63,2.55,2.08,0.16,4.31,11.41,0.86,10.55,2.7,4.029999999999999,0.0,146.3,12.48,51.7,86.3,12.6,85.6,323.6,168.3,1.33,2.03,6.31,3.83,2.08,0.0,0.0,2.39,0.31,0.0,0.78,0.63,21.86,1.33,5.09,38.5
Jonathan Tah,GER,Leverkusen,Bundesliga,Bayer 04 Leverkusen,28,195.0,94.0,Right,39,31,2835,0.03,2.5,0.93,0.0,0.0,0.0,75.8,89.6,1289.9,0.13,5.37,89.6,87.4,1.98,75.8,3.81,0.47,2.28,1.4100000000000001,1.1,0.78,0.4,0.91,2.18,0.49,1.7,2.01,4.92,0.0,109.80000000000001,8.91,38.26,47.5,24.75,65.8,368.7,170.39999999999998,3.54,1.92,1.21,8.9,0.44,0.0,0.0,1.6199999999999999,1.19,0.25,2.46,1.4100000000000001,9.52,3.75,2.9299999999999997,36.5
Montassar Talbi,TUN,Lorient,Ligue 1,Lorient,26,190.0,81.0,Right,45,45,4050,0.01,0.18,0.09,0.0,0.0,0.0,67.7,84.69999999999999,1545.1,0.05,1.27,84.69999999999999,70.1,14.52,67.7,0.44000000000000006,0.05,1.32,0.55,1.05,0.27,0.0,0.32,0.91,0.55,0.36,1.0,5.029999999999999,0.18,96.7,43.8,74.4,22.060000000000002,0.59,66.5,405.5,234.70000000000002,0.23,0.23,0.14,0.0,0.0,0.0,0.0,0.55,0.64,0.0,0.05,0.55,4.859999999999999,2.31,0.86,5.5
Edmond Tapsoba,BFA,Leverkusen,Bundesliga,Bayer 04 Leverkusen,25,194.0,84.0,Right,28,27,2375,0.04,2.7600000000000002,1.03,0.0,0.05,0.05,88.4,105.9,1553.0,0.29,8.42,105.9,102.4,3.56,88.4,3.96,0.69,3.0999999999999996,2.1,1.4100000000000001,1.3900000000000001,0.3,1.05,2.0,0.61,1.3900000000000001,1.51,2.96,0.05,128.2,8.04,39.28,61.5,28.16,82.19999999999999,516.4,263.7,4.26,2.47,3.8899999999999997,10.7,0.43999999999999995,0.0,0.0,2.68,2.91,0.29,1.1300000000000001,2.1,12.49,2.16,3.34,33.0
James Tarkowski,ENG,Everton,Premier League,Everton,31,188.0,81.0,Right,31,22,2084,0.02,5.71,2.56,0.0,0.0,0.0,55.0,70.1,1024.4,0.0,3.0700000000000003,70.1,66.3,3.58,55.0,3.25,0.45,2.96,2.44,1.77,0.74,0.45,0.9299999999999999,4.98,2.5500000000000003,2.44,1.38,5.43,0.1,98.0,11.25,34.92,46.4,17.5,55.6,283.6,129.8,2.65,0.55,1.96,10.69,0.64,0.0,0.0,4.59,3.35,0.45,0.45,2.44,7.51,6.85,5.74,14.5
Arthur Theate,BEL,Rennes,Ligue 1,Rennes,24,185.0,78.0,Left,43,41,3439,0.06,2.45,0.78,0.31,0.0,0.0,105.60000000000001,128.2,2099.2,0.06,10.620000000000001,128.2,117.10000000000001,10.879999999999999,105.60000000000001,4.83,0.33999999999999997,2.29,1.62,0.95,0.9400000000000001,0.4,0.5700000000000001,1.3900000000000001,0.5700000000000001,0.8200000000000001,1.62,4.23,0.05,144.7,8.09,45.099999999999994,71.3,29.09,100.5,546.5,298.7,2.92,2.23,0.72,7.84,0.14,0.0,0.0,1.3900000000000001,1.6,0.18,8.96,1.62,10.02,1.96,1.97,13.5
Malick Thiaw,GER,Schalke 04,Bundesliga,Milan,22,191.0,80.0,Right,32,23,2046,0.13,3.04,1.7,0.0,0.0,0.06,98.5,123.6,1993.7,0.12,7.25,123.6,121.0,2.2,98.5,3.87,0.47,4.07,3.1100000000000003,2.33,1.3900000000000001,0.35,0.56,3.45,2.6,0.8600000000000001,4.06,13.32,0.71,163.2,21.069999999999997,77.05,66.9,19.88,88.8,365.7,153.5,1.7,1.73,2.6,8.02,0.79,0.0,0.0,3.6599999999999997,2.84,0.58,0.06,3.1100000000000003,10.77,10.290000000000001,5.26,22.0
Jean Clair Todibo,FRA,Nice,Ligue 1,Nice,24,190.0,88.0,Right,29,21,1858,0.0,2.94,0.9600000000000001,0.0,0.0,0.0,108.2,137.2,1882.4,0.0,9.66,137.2,125.89999999999999,10.18,108.2,7.989999999999999,0.05,3.17,2.35,1.69,1.32,0.15,2.33,1.23,0.67,0.56,0.87,4.05,0.05,156.8,10.1,48.68,73.0,36.09,119.4,562.1,276.5,1.63,1.27,1.27,3.95,0.21,0.1,0.05,1.58,1.4700000000000002,0.05,4.7,2.35,16.83,1.9900000000000002,3.65,29.0
Rafael Toloi,ITA,Atalanta,Serie A,Atalanta,33,185.0,75.0,Right,25,22,1885,0.02,2.85,0.6599999999999999,0.0,0.0,0.0,57.5,73.9,941.6,0.06,6.13,73.9,68.8,4.86,57.5,3.7199999999999998,0.37,2.13,1.3,1.18,0.95,0.0,1.16,1.78,0.68,1.09,2.36,3.06,0.0,94.6,5.6000000000000005,27.41,43.0,25.22,54.2,254.20000000000002,104.5,3.4,2.65,1.5499999999999998,11.170000000000002,0.39,0.0,0.0,2.72,1.23,0.47,1.3599999999999999,1.3,8.8,4.91,4.81,11.5
Fikayo Tomori,ENG,Milan,Serie A,Milan,26,185.0,79.0,Right,20,19,1642,0.02,3.1999999999999997,1.5999999999999999,0.0,0.0,0.0,80.6,106.4,1477.6,0.0,6.52,106.4,90.9,15.2,80.6,10.8,2.92,2.57,1.26,1.66,0.91,0.0,0.23,1.31,0.69,0.63,2.4,2.57,0.0,137.3,8.29,34.3,52.7,52.11,84.5,570.0,298.7,8.11,7.4799999999999995,4.4,14.700000000000001,0.11,0.0,0.0,0.86,3.83,1.43,10.17,1.26,11.71,4.92,1.2,52.5
Pau Torres,ESP,Villarreal,La Liga,Aston Villa,27,191.0,80.0,Left,40,39,3510,0.02,0.9299999999999999,0.14,0.0,0.0,0.05,97.80000000000001,114.6,2017.5,0.14,11.489999999999998,114.6,107.6,6.789999999999999,97.80000000000001,2.48,0.29000000000000004,2.1100000000000003,1.21,1.1199999999999999,0.74,0.24,0.54,2.6100000000000003,1.74,0.8600000000000001,2.12,7.73,0.16999999999999998,133.1,17.46,55.2,70.2,8.79,88.4,640.8,418.2,4.12,2.56,0.54,0.82,0.5,0.0,0.0,1.44,1.08,0.0,0.56,1.21,11.469999999999999,3.56,2.4699999999999998,42.0
