Player,Nation,Squad 22-23,Comp,Actual Squad,Age,Height,Weight,Foot,MP,Starts,Min,Goals,Shots,SoT,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,Assists,PasProg,PasAtt,PasLive,PasDead,PasCmp,SCA,GCA,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDriPast,Blocks,BlkSh,BlkPass,Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CarDis,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,Recov,AerWon,AerLost,Value (M)
Diogo Leite,POR,Union Berlin,Bundesliga,FC Union Berlin,25,188.0,83.0,Left,37,35,3071,0.02,1.71,0.5,0.11,0.0,0.0,84.3,111.80000000000001,1625.3,0.12,9.96,111.80000000000001,99.1,12.33,84.3,3.7800000000000002,0.4,1.8699999999999999,0.91,1.25,0.62,0.0,1.37,1.27,0.67,0.6,2.06,5.04,0.0,128.39999999999998,9.65,42.3,59.3,28.12,72.1,365.9,182.2,3.2,1.94,0.77,6.54,0.29000000000000004,0.12,0.06,1.71,1.84,0.28,7.61,0.91,10.39,2.59,2.41,9.5
Florian Lejeune,FRA,Rayo Vallecano,La Liga,Rayo Vallecano,33,189.0,89.0,Right,23,18,1565,0.03,2.63,0.67,0.79,0.0,0.0,64.1,96.3,1198.3,0.0,4.890000000000001,96.3,89.1,5.8100000000000005,64.1,3.94,0.06,1.09,0.61,0.73,0.3,0.06,2.52,4.24,1.7800000000000002,2.46,0.61,5.470000000000001,0.0,120.5,7.590000000000001,42.3,55.0,24.75,65.80000000000001,378.6,210.5,4.680000000000001,2.58,0.06,7.84,0.24,0.06,0.06,4.0,3.69,0.18,3.39,0.61,11.09,2.12,2.26,7.0
Clement Lenglet,FRA,Tottenham,Premier League,Aston Villa,29,186.0,81.0,Left,28,25,2109,0.0,1.75,0.38,0.0,0.0,0.0,101.4,115.6,1794.3,0.19,8.56,115.6,113.5,2.18,101.4,3.06,0.29,2.94,1.46,1.25,1.43,0.27,0.63,2.06,0.73,1.33,1.96,3.98,0.19,133.3,10.96,50.0,68.1,15.9,89.5,445.4,249.3,3.27,2.25,0.7899999999999999,2.79,0.27,0.0,0.0,1.46,2.58,0.0,1.44,1.46,9.469999999999999,3.52,2.14,6.5
Philipp Lienhart,AUT,Freiburg,Bundesliga,SC Freiburg,27,189.0,83.0,Right,27,26,2328,0.02,2.98,0.87,0.0,0.0,0.0,68.2,82.19999999999999,1340.9,0.31,4.54,82.19999999999999,78.5,3.63,68.2,2.42,0.41000000000000003,1.2899999999999998,0.8200000000000001,0.78,0.51,0.0,0.36,1.86,0.8300000000000001,1.03,1.14,3.7800000000000002,0.0,100.0,8.540000000000001,38.71,45.4,16.32,61.4,348.70000000000005,160.9,1.29,0.78,1.28,7.59,0.2,0.0,0.0,1.7,2.7800000000000002,1.28,0.2,0.8200000000000001,7.8100000000000005,3.2600000000000002,2.42,18.0
Matthijs de Ligt,NED,Bayern Munich,Bundesliga,FC Bayern Munchen,24,189.0,89.0,Right,37,31,2680,0.02,1.65,0.87,0.12,0.0,0.0,122.4,138.3,2238.0,0.18,12.1,138.3,133.7,4.32,122.4,4.9399999999999995,0.49,4.09,2.25,1.5699999999999998,1.6500000000000001,0.8700000000000001,2.36,2.79,0.95,1.8399999999999999,1.94,4.86,0.0,159.7,11.16,52.3,82.69999999999999,25.72,117.69999999999999,559.6,260.2,1.84,3.14,1.36,3.69,0.33999999999999997,0.0,0.0,2.7,1.59,0.27,2.65,2.25,14.41,3.74,3.0999999999999996,57.5
Diego Llorente,ESP,Leeds United,Premier League,Roma,30,186.0,76.0,Right,22,12,1047,0.0,2.65,0.68,0.0,0.0,0.0,69.9,87.3,1225.9,0.23,5.11,87.3,85.2,1.98,69.9,4.47,0.37,2.49,1.39,1.11,1.14,0.23,0.79,1.74,0.28,1.4700000000000002,2.31,4.24,0.28,111.4,9.1,44.98,43.3,23.479999999999997,65.1,348.9,149.0,2.55,0.8200000000000001,1.73,5.819999999999999,0.14,0.0,0.0,1.28,1.87,0.68,1.5,1.39,11.56,4.09,3.4699999999999998,12.0
Matteo Lovato,ITA,Salernitana,Serie A,Torino,24,188.0,78.0,Right,27,24,2136,0.04,1.52,0.46,0.0,0.0,0.0,79.3,95.19999999999999,1351.5,0.15,4.54,95.19999999999999,83.4,11.540000000000001,79.3,1.59,0.26,3.54,2.54,2.35,0.94,0.26,1.5,1.8599999999999999,0.69,1.17,1.99,6.17,0.53,114.8,8.54,48.2,49.900000000000006,18.04,61.3,289.79999999999995,166.0,2.8,2.31,1.25,4.75,0.1,0.0,0.0,1.97,1.1,0.1,1.74,2.54,9.53,3.83,2.4,3.9
Jhon Lucumi,COL,Bologna,Serie A,Bologna,26,187.0,82.0,Left,28,28,2450,0.0,0.35,0.12,0.0,0.0,0.0,75.4,88.1,1591.8,0.06,2.56,88.1,77.7,10.35,75.4,0.7999999999999999,0.12,2.03,1.4,1.34,0.64,0.06,0.58,1.22,0.81,0.41,1.4400000000000002,4.42,0.1,100.30000000000001,41.06,70.6,28.6,1.51,56.5,277.2,153.2,0.87,0.41,0.29,0.17,0.29,0.0,0.0,0.87,0.52,0.0,0.06,1.4,8.05,1.6700000000000002,0.87,7.5
Castello Lukeba,FRA,Lyon,Ligue 1,RB Leipzig,21,184.0,73.0,Left,22,21,1898,0.02,1.65,1.1400000000000001,0.0,0.0,0.0,81.6,98.6,1427.8000000000002,0.0,5.83,98.6,91.19999999999999,6.89,81.6,4.11,0.45,4.16,1.8199999999999998,2.62,0.7999999999999999,0.74,1.1400000000000001,2.7,0.77,1.93,3.48,3.52,0.0,121.3,7.6,42.3,58.3,21.880000000000003,86.9,452.3,212.0,1.8199999999999998,3.0,0.96,5.4399999999999995,0.85,0.0,0.0,3.9699999999999998,1.0,0.0,2.46,1.8199999999999998,13.25,1.49,2.9299999999999997,26.0
Sebastiano Luperto,ITA,Empoli,Serie A,Empoli,27,191.0,75.0,Left,30,25,2241,0.03,1.17,0.5,0.0,0.0,0.0,87.9,104.5,1554.6999999999998,0.17,4.28,104.5,92.8,11.469999999999999,87.9,2.27,0.45,3.2,2.33,1.48,0.8300000000000001,0.9,1.07,3.11,2.02,1.1,2.24,7.46,0.17,126.1,17.490000000000002,58.9,56.5,11.52,70.1,306.4,170.9,1.9,2.0700000000000003,0.45,1.52,1.18,0.28,0.22000000000000003,2.95,1.76,0.0,1.9100000000000001,2.33,11.02,2.09,3.04,8.5
Harry Maguire,ENG,Manchester Utd,Premier League,Manchester United,31,193.0,100.0,Right,27,21,1737,0.02,1.1600000000000001,0.33,0.0,0.0,0.0,105.5,121.6,1892.0,0.07,9.4,121.6,118.8,2.5,105.5,2.4,0.27,2.4,1.63,1.37,0.73,0.30000000000000004,1.1600000000000001,4.15,2.19,1.96,2.23,5.68,0.0,142.9,9.18,45.800000000000004,80.5,17.25,84.3,428.29999999999995,236.4,2.37,1.43,1.0,2.4,0.97,0.07,0.0,1.9,1.94,0.07,0.13,1.63,10.95,3.2199999999999998,2.73,17.5
Gianluca Mancini,ITA,Roma,Serie A,Roma,28,190.0,77.0,Right,23,22,1829,0.0,0.64,0.1,0.0,0.0,0.0,112.4,131.9,2156.6,0.05,2.43,131.9,129.2,2.43,112.4,1.19,0.1,1.49,0.69,1.14,0.3,0.05,0.25,0.99,0.4,0.59,1.68,12.129999999999999,0.0,169.6,16.83,59.9,107.1,3.12,106.2,366.8,163.4,0.45,0.4,0.25,0.54,0.2,0.0,0.0,11.19,0.84,0.05,0.74,0.69,13.51,1.93,1.04,38.5
Aissa Mandi,ALG,Villarreal,La Liga,Villarreal,32,184.0,78.0,Right,30,25,2262,0.01,0.74,0.35,0.0,0.0,0.0,100.8,118.0,1684.5,0.1,6.29,118.0,102.7,14.8,100.8,2.0,0.5599999999999999,4.199999999999999,2.55,2.65,1.15,0.4,1.5,2.61,1.42,1.19,2.98,6.24,0.0,138.0,10.440000000000001,53.5,63.3,21.82,71.2,324.6,158.9,2.26,1.96,1.0,5.510000000000001,0.1,0.0,0.0,2.83,1.37,0.61,2.33,2.55,8.83,2.26,2.6,5.0
Marcao,BRA,Sevilla,La Liga,Sevilla,28,185.0,80.0,Left,24,24,2160,0.0,0.0,0.0,0.0,0.0,0.0,81.9,98.69999999999999,1855.8,0.05,3.3,98.69999999999999,84.5,13.8,81.9,0.2,0.1,0.5,0.5,0.25,0.25,0.0,0.0,0.75,0.75,0.0,1.3,3.5,0.0,109.8,40.5,76.3,32.25,1.25,65.2,340.0,182.8,0.25,0.05,0.0,0.0,0.5,0.0,0.0,1.25,1.55,0.0,0.0,0.5,5.25,1.55,1.0,16.0
Pablo Mari,ESP,Monza,Serie A,Monza,30,193.0,87.0,Left,29,23,2158,0.01,1.1099999999999999,0.25,0.0,0.0,0.0,98.6,115.5,1762.1999999999998,0.0,7.380000000000001,115.5,102.1,13.01,98.6,1.82,0.0,3.8200000000000003,1.5899999999999999,2.7800000000000002,0.95,0.09,1.39,2.09,0.5900000000000001,1.5,2.26,5.609999999999999,0.25,136.3,13.65,60.5,58.3,18.61,70.5,348.0,187.0,2.03,1.4,1.22,3.27,0.43000000000000005,0.0,0.0,1.59,1.9,0.09,1.59,1.5899999999999999,11.9,2.81,1.94,4.7
Guillermo Maripan,CHI,Monaco,Ligue 1,Monaco,30,190.0,83.0,Right,38,36,2881,0.03,1.12,0.3,0.06,0.0,0.0,94.7,110.5,1707.1,0.06,6.48,110.5,104.2,6.02,94.7,2.36,0.25,3.23,1.92,1.4100000000000001,1.69,0.13,2.27,2.55,1.55,1.0,2.87,4.449999999999999,0.0,128.7,10.67,44.6,75.0,9.899999999999999,77.69999999999999,321.9,140.5,0.5700000000000001,0.7,0.63,0.77,0.38,0.06,0.06,1.68,1.28,0.0,2.77,1.92,13.2,2.18,1.78,9.5
Marquinhos,BRA,Paris S-G,Ligue 1,Paris Saint Germain,30,183.0,75.0,Right,32,25,2371,0.03,3.38,1.3499999999999999,0.0,0.0,0.0,85.0,97.3,1459.7,0.16,5.53,97.3,94.1,2.8,85.0,3.0,0.38,2.37,1.41,1.2000000000000002,0.79,0.38,0.36,1.51,0.74,0.77,1.8199999999999998,3.27,0.26,119.9,10.77,42.13,55.1,23.96,96.1,556.7,285.3,4.64,3.0100000000000002,1.7899999999999998,10.690000000000001,0.1,0.0,0.0,1.6500000000000001,2.85,0.16,3.44,1.41,10.42,1.4100000000000001,1.66,73.5
Aaron Martin,ESP,Mainz 05,Bundesliga,Rayo Vallecano,24,190.0,78.0,Right,31,31,2366,0.09,3.01,0.92,0.5700000000000001,0.19,0.35,56.6,75.3,918.6,0.23,5.4799999999999995,75.3,58.199999999999996,16.71,56.6,4.8100000000000005,0.38,2.4099999999999997,1.49,1.39,0.57,0.44,0.8,1.56,0.25,1.2999999999999998,0.86,1.81,0.0,90.7,2.8499999999999996,16.84,40.8,34.0,43.8,203.2,86.19999999999999,2.0,1.52,1.52,7.1,0.44,0.0,0.0,2.3200000000000003,1.08,1.08,7.53,1.49,6.619999999999999,0.9199999999999999,1.8699999999999999,2.5
Lisandro Martinez,ARG,Manchester Utd,Premier League,Manchester United,26,178.0,77.0,Left,38,28,2497,0.04,2.56,0.45,0.0,0.0,0.0,67.9,84.0,1184.4,0.0,4.5600000000000005,84.0,77.9,5.840000000000001,67.9,2.61,0.19,3.5599999999999996,2.24,1.8399999999999999,1.12,0.6,0.53,2.88,1.1300000000000001,1.76,1.59,6.35,0.0,109.30000000000001,14.74,45.150000000000006,48.400000000000006,16.73,59.2,298.20000000000005,162.70000000000002,1.7000000000000002,1.4300000000000002,1.5699999999999998,4.04,0.33,0.0,0.0,2.63,2.3000000000000003,0.97,0.49,2.24,8.940000000000001,4.89,4.12,49.5
Inigo Martinez,ESP,Athletic Club,La Liga,FC Barcelona,33,182.0,76.0,Left,24,23,1843,0.01,1.21,0.2,0.22,0.0,0.0,79.1,97.6,1551.1999999999998,0.0,8.18,97.6,90.1,7.390000000000001,79.1,1.96,0.2,2.46,1.55,1.54,0.83,0.09,0.57,1.96,0.91,1.05,2.43,6.66,0.0,117.1,13.39,50.0,58.199999999999996,9.39,61.5,373.0,250.89999999999998,2.41,2.04,0.65,1.6099999999999999,0.72,0.09,0.0,3.15,2.2199999999999998,0.22,0.57,1.55,12.76,3.6100000000000003,1.9300000000000002,20.0
Arnau Martinez,ESP,Girona,La Liga,Girona,21,182.0,72.0,Right,30,23,1917,0.02,1.95,0.45,0.0,0.0,0.0,120.19999999999999,137.5,1882.3,0.23,15.93,137.5,123.10000000000001,13.559999999999999,120.19999999999999,7.609999999999999,0.76,4.42,2.54,1.9,1.3,1.22,2.95,2.83,0.52,2.31,2.93,2.19,0.0,160.0,3.87,32.8,83.2,44.8,99.80000000000001,544.8,282.0,5.69,4.35,2.0,7.64,0.72,0.0,0.0,2.1100000000000003,4.85,0.33,2.92,2.54,12.870000000000001,1.2899999999999998,1.12,30.5
Adam Masina,MAR,Udinese,Serie A,Torino,30,191.0,87.0,Left,23,20,1619,0.01,1.45,0.56,0.0,0.0,0.0,58.4,79.4,1096.2,0.14,5.02,79.4,69.9,8.780000000000001,58.4,2.82,0.21,4.67,2.9299999999999997,1.96,2.37,0.34,1.8,2.23,0.6599999999999999,1.58,3.84,4.279999999999999,0.29,100.7,6.04,36.129999999999995,43.1,22.91,58.2,333.6,159.5,2.51,2.07,1.25,4.47,0.0,0.07,0.0,1.96,1.71,0.07,5.85,2.9299999999999997,10.52,4.3,2.77,2.5
Konstantinos Mavropanos,GRE,Stuttgart,Bundesliga,West Ham United,26,194.0,89.0,Right,23,22,1904,0.02,2.58,0.51,0.0,0.0,0.0,92.69999999999999,112.2,1944.2,0.25,6.53,112.2,99.8,12.16,92.69999999999999,2.32,0.32,5.3,3.12,3.13,1.75,0.43,0.5,3.57,2.4299999999999997,1.14,4.1899999999999995,12.379999999999999,0.0,143.7,22.96,78.4,58.3,8.44,69.3,305.5,138.2,1.2,1.3299999999999998,0.38,0.8200000000000001,0.32,0.0,0.0,2.3,2.74,0.25,0.51,3.12,14.870000000000001,6.790000000000001,3.0599999999999996,17.5
Chancel Mbemba,COD,Marseille,Ligue 1,Olympique de Marseille,29,182.0,81.0,Right,27,22,2004,0.02,0.75,0.23,0.0,0.0,0.0,82.4,115.9,1637.8000000000002,0.0,13.43,115.9,94.9,19.64,82.4,4.5,0.05,3.4800000000000004,3.1500000000000004,3.0100000000000002,0.42,0.05,0.14,2.0,0.47,1.53,1.4,6.18,0.0,135.2,7.83,36.8,68.0,30.7,74.2,358.20000000000005,198.0,2.75,2.01,0.37,7.01,0.09,0.0,0.0,0.61,0.56,0.0,4.640000000000001,3.1500000000000004,10.84,2.9800000000000004,0.84,16.5
Facundo Medina,ARG,Lens,Ligue 1,Lens,25,184.0,77.0,Left,38,37,3275,0.01,0.88,0.16999999999999998,0.0,0.0,0.0,115.6,132.8,2163.9,0.11,11.1,132.8,124.6,7.949999999999999,115.6,2.45,0.22,2.7199999999999998,1.66,1.51,1.21,0.0,1.2,2.17,0.89,1.28,3.01,5.02,0.11,149.3,11.11,56.7,85.0,8.92,115.5,671.5999999999999,375.5,2.44,1.9600000000000002,0.85,1.1700000000000002,0.55,0.0,0.0,2.7,1.6600000000000001,0.0,0.96,1.66,11.46,3.8600000000000003,2.59,27.0
Ben Mee,ENG,Brentford,Premier League,Brentford,34,180.0,82.0,Left,41,35,3191,0.06,1.81,0.73,0.0,0.0,0.0,73.0,93.19999999999999,1300.8000000000002,0.13,5.39,93.19999999999999,86.2,6.49,73.0,2.27,0.2,4.03,2.21,1.9100000000000001,1.7200000000000002,0.4,2.02,2.7199999999999998,1.6400000000000001,1.07,2.5700000000000003,4.15,0.05,112.80000000000001,10.95,48.3,51.5,13.419999999999998,69.1,287.5,108.7,0.57,1.05,0.25,2.21,0.18,0.0,0.0,1.56,1.02,0.12000000000000001,1.72,2.21,11.11,4.42,2.61,6.5
Ferland Mendy,FRA,Real Madrid,La Liga,Lorient,23,191.0,79.0,Right,21,15,1368,0.0,1.9300000000000002,0.0,0.0,0.0,0.0,82.5,98.1,1160.7,0.82,6.43,98.1,84.5,13.440000000000001,82.5,5.49,0.9,4.32,2.5700000000000003,2.44,1.1400000000000001,0.74,0.93,1.22,0.53,0.69,1.04,1.33,0.0,117.19999999999999,3.96,25.82,48.400000000000006,45.099999999999994,68.1,385.9,218.39999999999998,6.2,4.8,2.6,11.39,0.53,0.0,0.0,1.8,2.1,0.37,4.550000000000001,2.5700000000000003,11.42,0.56,0.48,3.9
Antoine Mendy,FRA,Nice,Ligue 1,Nice,20,187.0,75.0,Right,22,18,1610,0.0,2.63,1.05,0.0,0.0,0.0,77.1,95.2,1370.6,0.53,4.21,95.2,82.6,12.06,77.1,4.34,1.05,3.74,2.69,2.17,1.58,0.0,2.11,1.6400000000000001,0.0,1.6400000000000001,0.5900000000000001,3.81,0.13,112.2,29.93,57.0,45.36,11.1,76.5,369.9,177.89999999999998,0.0,0.0,0.53,7.37,0.0,0.0,0.0,1.58,0.13,0.53,0.53,2.69,9.2,2.17,1.05,2.5
Timothy Fosu Mensah,NED,Leverkusen,Bundesliga,Bayer 04 Leverkusen,26,185.0,85.0,Right,20,11,1027,0.04,5.85,2.3200000000000003,0.39,0.2,0.29,76.4,101.9,1226.9,0.29,9.63,101.9,86.30000000000001,14.74,76.4,6.82,0.39,4.35,3.29,2.23,1.83,0.29,1.27,1.06,0.0,1.06,0.88,1.65,0.0,121.5,1.46,17.19,53.9,51.2,60.2,273.0,140.9,4.5600000000000005,2.91,2.34,13.01,1.1600000000000001,0.0,0.0,3.1100000000000003,2.73,1.26,4.59,3.29,9.030000000000001,2.0300000000000002,2.62,2.9
Chris Mepham,WAL,Bournemouth,Premier League,AFC Bournemouth,26,190.0,75.0,Right,26,25,2154,0.0,0.35,0.12,0.0,0.0,0.0,66.30000000000001,78.9,1266.6,0.0,2.26,78.9,75.69999999999999,3.09,66.30000000000001,0.8999999999999999,0.15,5.09,2.81,3.8899999999999997,1.05,0.15,0.74,4.609999999999999,2.83,1.79,3.34,9.280000000000001,0.0,102.9,22.2,67.7,34.099999999999994,1.74,48.5,246.7,124.7,0.36,0.47,0.62,0.15,0.59,0.0,0.0,2.51,0.96,0.0,0.0,2.81,9.93,3.37,3.74,2.2
Nikola Milenkovic,SRB,Fiorentina,Serie A,Fiorentina,26,195.0,90.0,Right,35,33,2998,0.02,0.84,0.21,0.0,0.0,0.0,75.9,95.5,1739.6,0.07,3.27,95.5,82.19999999999999,12.92,75.9,1.6500000000000001,0.19,1.52,0.98,0.75,0.56,0.21,0.33,1.12,0.42,0.7,1.19,3.45,0.05,107.8,36.39,70.4,34.02,3.71,60.099999999999994,266.29999999999995,132.9,0.21,0.49,0.05,0.14,0.19,0.0,0.0,1.68,1.12,0.0,0.0,0.98,6.98,2.94,1.09,20.5
Eder Militao,BRA,Real Madrid,La Liga,Real Madrid,26,186.0,78.0,Right,35,26,2254,0.04,2.37,0.73,0.0,0.0,0.0,73.7,86.8,1306.3000000000002,0.0,6.59,86.8,81.4,5.28,73.7,3.54,0.24,3.44,2.41,1.32,1.9700000000000002,0.15,1.5399999999999998,3.4400000000000004,1.28,2.1500000000000004,2.83,4.6,0.07,112.6,12.03,44.39,50.4,18.9,68.1,383.9,204.6,3.02,1.91,2.31,3.81,0.16,0.0,0.0,2.9299999999999997,3.7399999999999998,0.0,1.5899999999999999,2.41,11.45,2.96,2.7800000000000002,80.0
Yerry Mina,COL,Everton,Premier League,Cagliari,29,195.0,94.0,Right,22,14,1242,0.02,3.29,1.31,0.0,0.0,0.0,86.9,101.80000000000001,1471.5,0.18,5.46,101.80000000000001,97.0,4.86,86.9,4.13,0.45,4.4399999999999995,1.99,2.08,2.01,0.36,0.18,1.4,0.38,1.01,1.31,4.35,0.0,128.7,10.51,41.199999999999996,58.0,30.86,80.6,466.1,247.0,4.67,2.88,1.43,10.780000000000001,0.47,0.0,0.0,2.25,2.4,0.27,1.07,1.99,8.91,3.32,2.96,7.0
Tyrone Mings,ENG,Aston Villa,Premier League,Aston Villa,31,196.0,77.0,Left,20,19,1737,0.0,0.05,0.0,0.0,0.0,0.0,41.9,49.9,831.1,0.05,3.0,49.9,48.1,1.74,41.9,0.79,0.16,10.42,6.78,6.88,3.54,0.0,3.54,4.49,0.58,3.91,1.68,4.21,0.05,75.8,12.8,39.47,34.5,1.89,39.03,193.23000000000002,101.2,0.47,0.32,3.54,0.32,0.21,0.0,0.0,0.68,3.96,0.05,0.11,6.78,5.21,1.58,4.22,14.5
Oscar Mingueza,ESP,Celta Vigo,La Liga,Celta de Vigo,25,184.0,75.0,Right,27,19,1815,0.01,0.39,0.11,0.0,0.0,0.0,84.6,104.6,1604.6,0.0,6.51,104.6,91.19999999999999,13.0,84.6,1.92,0.0,3.46,2.03,2.52,0.86,0.09,0.51,1.58,0.6000000000000001,0.98,1.8,6.779999999999999,0.0,122.1,10.18,53.5,56.4,14.14,64.4,356.1,181.3,2.1,1.42,0.67,3.08,0.51,0.0,0.0,2.2399999999999998,0.6799999999999999,0.2,1.96,2.03,11.190000000000001,2.05,2.14,8.0
Nordi Mukiele,FRA,Paris S-G,Ligue 1,Paris Saint Germain,26,187.0,84.0,Right,36,29,2707,0.01,1.05,0.29,0.0,0.0,0.0,93.5,108.6,1670.4,0.32,3.8499999999999996,108.6,101.3,6.959999999999999,93.5,2.13,0.41,2.9,2.21,1.44,0.75,0.71,0.87,2.74,1.42,1.3199999999999998,1.79,5.23,0.11,126.0,14.54,55.1,56.599999999999994,15.620000000000001,86.5,436.6,224.8,1.82,1.1,1.09,4.25,0.05,0.0,0.0,1.67,1.65,0.29,1.21,2.21,9.19,2.81,1.9100000000000001,20.0
Matija Nastasic,SRB,Mallorca,La Liga,Mallorca,31,188.0,83.0,Left,25,23,2035,0.0,0.38,0.16,0.0,0.0,0.0,71.6,83.2,1489.4,0.0,5.87,83.2,80.5,2.37,71.6,0.97,0.0,2.23,1.3,1.6099999999999999,0.45999999999999996,0.16,0.81,2.51,1.4200000000000002,1.09,3.4400000000000004,8.77,0.16,102.8,16.71,60.2,39.7,3.2199999999999998,54.8,262.1,136.1,1.03,0.81,0.3,0.33999999999999997,0.28,0.06,0.0,1.9000000000000001,0.43,0.22,0.0,1.3,6.880000000000001,2.31,2.03,4.6
Moussa Niakhate,FRA,Nott'ham Forest,Premier League,Nottingham Forest,28,190.0,85.0,Left,22,14,1147,0.04,4.22,1.9300000000000002,0.0,0.0,0.09,34.7,48.8,573.6,0.18,2.66,48.8,46.2,2.4,34.7,2.27,0.18,1.6500000000000001,0.36,0.56,0.55,0.55,1.94,1.83,0.56,1.27,0.74,10.36,0.0,82.0,12.559999999999999,33.290000000000006,27.700000000000003,21.22,32.8,128.8,47.9,0.73,0.73,3.29,7.82,0.36,0.0,0.0,4.22,0.73,0.55,0.64,0.36,6.25,8.2,10.42,11.0
Tanguy Nianzou,FRA,Sevilla,La Liga,Sevilla,22,191.0,83.0,Right,28,15,1391,0.03,2.6599999999999997,0.6699999999999999,0.0,0.0,0.0,78.1,92.19999999999999,1336.0,0.0,8.95,92.19999999999999,87.1,4.32,78.1,3.52,0.0,2.32,1.6400000000000001,1.44,0.5900000000000001,0.29000000000000004,0.5800000000000001,2.58,0.5900000000000001,2.0,1.46,2.9499999999999997,0.3,112.3,5.13,29.880000000000003,56.599999999999994,27.28,72.6,379.0,194.1,2.46,2.94,1.81,7.36,0.29000000000000004,0.1,0.0,2.76,3.14,0.0,2.83,1.6400000000000001,10.879999999999999,1.8699999999999999,2.59,6.5
Rasmus Nicolaisen,DEN,Toulouse,Ligue 1,Toulouse,27,191.0,81.0,Left,28,26,2288,0.0,0.5900000000000001,0.15,0.0,0.0,0.0,116.6,134.5,2165.7,0.1,7.27,134.5,128.60000000000002,5.34,116.6,1.37,0.35,1.78,0.94,1.13,0.64,0.0,0.54,2.02,1.43,0.5900000000000001,2.9,7.38,0.0,151.3,18.869999999999997,81.4,65.9,4.71,101.30000000000001,571.8,343.9,1.92,0.69,0.35,0.30000000000000004,0.2,0.05,0.05,0.99,1.5299999999999998,0.05,0.0,0.94,11.94,6.49,2.11,8.5
Unai Nunez,ESP,Celta Vigo,La Liga,Celta de Vigo,27,186.0,81.0,Right,37,31,2826,0.01,1.39,0.21000000000000002,0.0,0.0,0.0,86.9,100.7,1627.3,0.0,10.64,100.7,97.9,2.63,86.9,3.81,0.05,4.32,2.69,1.7599999999999998,2.43,0.13,1.84,1.82,0.4,1.42,3.48,4.74,0.05,122.5,8.68,41.11,65.9,16.41,72.1,380.1,206.3,1.79,2.13,1.34,2.34,0.42000000000000004,0.0,0.0,2.83,1.94,0.21000000000000002,0.45,2.69,12.42,2.89,3.59,12.0
Florent Ogier,FRA,Clermont Foot,Ligue 1,Clermont,35,183.0,73.0,Right,33,27,2430,0.0,0.49,0.0,0.06,0.0,0.0,74.0,91.7,1327.1,0.22,7.65,91.7,85.2,6.24,74.0,2.8899999999999997,0.53,3.8000000000000003,2.19,1.5,1.9,0.4,1.96,3.0700000000000003,1.5,1.58,1.8900000000000001,3.96,0.1,108.9,8.6,43.9,53.7,12.09,63.5,317.0,146.5,0.8400000000000001,1.29,0.85,0.58,0.31,0.0,0.0,1.4,0.86,0.0,2.47,2.19,12.09,2.04,1.91,0.45
Caleb Okoli,ITA,Atalanta,Serie A,Frosinone,22,191.0,91.0,Right,25,20,1802,0.0,0.81,0.21,0.0,0.0,0.0,66.4,84.5,1300.1999999999998,0.0,3.17,84.5,80.6,3.78,66.4,0.6799999999999999,0.0,2.98,2.19,1.87,1.02,0.11,1.5699999999999998,2.4699999999999998,1.57,0.8999999999999999,3.9,9.17,0.32,107.4,15.39,62.400000000000006,40.8,4.98,51.1,214.2,94.69999999999999,0.3,0.71,0.51,0.32,0.7,0.0,0.0,1.8499999999999999,0.9299999999999999,0.0,0.2,2.19,9.58,6.81,3.39,4.9
Warmed Omari,FRA,Rennes,Ligue 1,Rennes,24,188.0,76.0,Right,20,5,697,0.0,0.34,0.17,0.17,0.0,0.0,109.2,130.6,2257.2999999999997,0.17,6.96,130.6,119.80000000000001,10.72,109.2,2.24,0.69,2.5999999999999996,0.86,1.38,0.53,0.69,1.74,2.44,0.17,2.27,2.6100000000000003,5.92,0.53,152.0,9.42,57.800000000000004,74.8,21.93,108.2,663.2,351.7,2.76,1.03,0.69,9.66,0.8700000000000001,0.53,0.0,2.25,2.9400000000000004,0.17,6.38,0.86,14.64,5.95,2.9699999999999998,7.0
Willi Orban,HUN,RB Leipzig,Bundesliga,RB Leipzig,31,186.0,87.0,Right,24,20,1801,0.03,4.89,1.32,0.0,0.0,0.0,86.7,105.9,1620.2,0.0,6.16,105.9,100.5,4.26,86.7,1.79,0.11,5.79,2.3200000000000003,4.05,0.74,1.0,0.58,1.21,0.79,0.42,1.58,4.47,0.0,129.9,10.8,50.7,49.9,29.84,82.3,352.2,163.3,2.4699999999999998,0.53,2.26,15.21,0.05,0.0,0.0,2.68,2.95,0.16,2.11,2.3200000000000003,10.89,5.42,5.16,30.0
