Player,Nation,Squad 22-23,Comp,Actual Squad,Age,Height,Weight,Foot,MP,Starts,Min,Goals,Shots,SoT,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,Assists,PasProg,PasAtt,PasLive,PasDead,PasCmp,SCA,GCA,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDriPast,Blocks,BlkSh,BlkPass,Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CarDis,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,Recov,AerWon,AerLost,Value (M),score_complessivo,similarita_coseno,similarita_ponderata_coseno
Danilho Doekhi,NED,Union Berlin,Bundesliga,FC Union Berlin,26,190.0,86.0,0,31,31,2584,0.1,2.99,1.19,0.0,0.0,0.0,55.3,74.8,919.2,0.26,7.25,74.8,70.8,3.62,55.3,4.15,0.63,2.98,1.81,1.4,1.4,0.17,1.63,3.57,0.74,2.83,2.2,4.29,0.06,99.6,4.79,29.93,49.6,21.39,54.6,302.0,146.60000000000002,3.2,2.13,1.18,6.4,0.22,0.0,0.0,2.8,2.24,0.17,1.4,1.81,8.64,4.33,4.23,15.5,0.3678570901779707,0.8821247208984172,0.8181922919258907
Joachim Andersen,DEN,Crystal Palace,Premier League,Crystal Palace,28,192.0,90.0,0,23,22,1992,0.01,1.55,0.3,0.0,0.0,0.0,81.8,103.3,1840.9,0.0,4.26,103.3,97.7,5.0600000000000005,81.8,0.79,0.06,3.74,2.25,2.62,1.13,0.0,0.9,2.27,1.6,0.6699999999999999,2.03,11.34,0.0,126.7,20.62,70.0,53.0,4.32,71.2,318.4,162.4,0.42,0.24,0.12,0.6499999999999999,0.71,0.0,0.0,1.68,1.37,0.18,0.24,2.25,11.36,4.19,2.1500000000000004,18.5,0.6065167471281854,0.864521747132509,0.8181005959602919
Matthias Ginter,GER,Freiburg,Bundesliga,SC Freiburg,30,189.0,87.0,0,34,21,2068,0.03,2.5,0.63,0.0,0.0,0.0,68.2,87.9,1249.6,0.05,8.870000000000001,87.9,85.0,1.65,68.2,3.52,0.7200000000000001,4.63,3.03,1.75,1.78,1.1,2.83,4.35,1.4700000000000002,2.88,2.87,3.7,0.05,112.6,7.47,36.43,54.0,23.05,75.6,451.5,239.7,5.23,2.83,0.77,9.63,0.1,0.0,0.0,1.7,2.85,0.05,0.97,3.03,9.87,3.73,3.93,30.5,0.3678570901779707,0.8818722162846219,0.817965037773475
Mario Gila,ESP,Lazio,Serie A,Lazio,23,185.0,80.0,0,22,10,970,0.0,1.22,0.31,0.0,0.0,0.0,93.1,112.0,1594.4,0.1,8.55,112.0,98.7,13.37,93.1,2.65,0.41,5.04,2.02,4.22,0.61,0.2,1.41,1.73,0.51,1.22,4.22,4.63,0.0,133.7,8.86,51.3,58.2,25.1,73.8,457.1,208.6,4.98,3.35,1.71,10.88,0.31,0.0,0.0,1.82,1.92,0.2,5.61,2.02,10.9,0.2,3.51,1.2,0.02348321866308255,0.9066222515467723,0.8175121976185917
Marc Cucurella,ESP,Chelsea,Premier League,Chelsea,25,173.0,66.0,1,25,19,1539,0.01,1.31,0.45,0.0,0.0,0.0,97.6,119.1,1470.6999999999998,0.13,8.11,119.1,106.8,11.86,97.6,5.18,0.65,4.65,2.32,2.08,1.58,0.99,3.48,2.9000000000000004,0.4,2.5,2.56,3.53,0.0,142.7,4.92,35.6,73.3,34.7,73.8,335.5,172.9,2.9000000000000004,1.52,1.25,3.76,0.5800000000000001,0.0,0.0,2.63,3.28,0.07,4.57,2.32,15.15,2.63,2.1,23.5,0.0,0.90820946852582,0.817390855268294
Willi Orban,HUN,RB Leipzig,Bundesliga,RB Leipzig,31,186.0,87.0,0,24,20,1801,0.03,4.89,1.32,0.0,0.0,0.0,86.7,105.9,1620.2,0.0,6.16,105.9,100.5,4.26,86.7,1.79,0.11,5.79,2.3200000000000003,4.05,0.74,1.0,0.58,1.21,0.79,0.42,1.58,4.47,0.0,129.9,10.8,50.7,49.9,29.84,82.3,352.2,163.3,2.47,0.53,2.26,15.21,0.05,0.0,0.0,2.68,2.95,0.16,2.11,2.3200000000000003,10.89,5.42,5.16,30.0,0.17374472912900266,0.89523093184417,0.8171769189274825
Catena,ESP,Rayo Vallecano,La Liga,Osasuna,29,194.0,82.0,0,35,25,2302,0.01,1.62,0.61,0.15,0.0,0.0,66.0,88.2,1473.1,0.05,6.449999999999999,88.2,80.80000000000001,6.91,66.0,2.91,0.2,1.8,0.87,0.8300000000000001,0.66,0.3,0.77,2.56,1.19,1.37,2.1,5.49,0.05,106.7,10.53,43.19,50.5,13.85,55.1,268.9,138.8,1.73,0.51,0.5,2.27,0.77,0.0,0.0,2.91,1.59,0.2,2.93,0.87,10.77,4.95,3.16,16.5,0.1353047097721531,0.8975272989899971,0.8167066977846138
Thilo Kehrer,GER,West Ham,Premier League,Monaco,27,186.0,76.0,0,39,38,3339,0.0,0.95,0.21,0.0,0.0,0.0,79.1,97.4,1362.5,0.0,5.609999999999999,97.4,85.3,11.89,79.1,1.88,0.1699999999999999,2.79,1.7999999999999998,1.53,0.8900000000000001,0.37,1.81,1.84,0.73,1.1,2.25,6.7,0.11,116.3,10.81,50.4,50.900000000000006,15.58,57.1,252.5,131.5,1.46,1.29,0.43,2.38,0.3399999999999999,0.0,0.0,2.31,0.53,0.19,1.5,1.7999999999999998,8.89,3.72,2.66,8.0,0.011074030587437809,0.9058369118059959,0.8159864143969203
Anthony Rouault,FRA,Toulouse,Ligue 1,VfB Stuttgart,23,186.0,77.0,0,30,30,2692,0.02,1.3,0.4,0.0,0.0,0.0,78.1,93.7,1597.6,0.05,6.220000000000001,93.7,88.19999999999999,5.19,78.1,1.73,0.18,2.94,1.89,2.42,0.52,0.0,0.93,2.68,1.53,1.16,2.35,6.99,0.14,113.0,16.73,61.1,46.900000000000006,5.42,68.0,354.5,197.6,0.46,0.9,0.64,0.31,0.3399999999999999,0.0,0.0,1.34,0.75,0.05,0.25,1.89,11.47,4.49,2.8,9.0,0.014229379523447444,0.905546559328259,0.8159333428334271
Alessio Romagnoli,ITA,Lazio,Serie A,Lazio,29,185.0,75.0,1,41,36,3213,0.03,0.99,0.35,0.0,0.0,0.0,94.6,109.2,1609.5,0.06,6.859999999999999,109.2,101.4,7.609999999999999,94.6,1.85,0.4,2.26,1.1,1.2,1.0,0.06,0.9,1.93,1.24,0.69,2.08,6.19,0.0,125.9,14.19,56.5,61.3,8.36,67.3,330.0,186.9,1.71,1.85,0.4599999999999999,1.91,0.18,0.0,0.0,2.15,1.16,0.05,0.88,1.1,7.66,4.640000000000001,3.27,31.5,0.006702826493428498,0.9059872605889073,0.8158332390319563
Martin Valjent,SVK,Mallorca,La Liga,Mallorca,28,187.0,70.0,0,32,28,2535,0.02,1.5,0.58,0.0,0.0,0.0,54.8,74.2,1010.9,0.29,3.54,74.2,64.2,9.46,54.8,2.77,0.6399999999999999,2.4,1.05,0.91,0.8200000000000001,0.67,0.55,2.63,0.91,1.73,1.83,4.51,0.0,93.2,7.33,37.2,36.6,21.03,47.400000000000006,294.29999999999995,142.6,3.85,2.26,1.15,5.21,0.39,0.0,0.0,1.84,0.7999999999999999,0.19,4.22,1.05,10.44,1.96,1.4,11.0,0.0031475345846160097,0.9061982095630459,0.815788452139311
Fabian Schar,SUI,Newcastle Utd,Premier League,Newcastle United,32,188.0,84.0,0,39,35,2973,0.07,4.74,1.5799999999999998,0.1,0.0,0.0,80.9,105.9,1469.5,0.41,9.17,105.9,99.0,6.5,80.9,6.78,0.92,2.69,1.38,1.2,0.95,0.54,0.9,1.97,0.75,1.22,1.78,4.49,0.0,130.3,7.61,33.67,48.8,49.66,81.8,567.5,327.3,8.5,5.87,1.55,12.87,0.52,0.0,0.0,1.63,1.79,0.44,6.300000000000001,1.38,10.65,2.8000000000000003,2.15,21.0,0.13530470977215311,0.8963801673762964,0.8156742793322833
Luke Shaw,ENG,Manchester Utd,Premier League,Manchester United,28,181.0,75.0,1,29,20,1911,0.02,2.8,0.62,0.44,0.0,0.0,78.2,99.0,1190.0,0.28,6.79,99.0,87.9,10.53,78.2,5.449999999999999,0.74,3.3600000000000003,2.01,1.75,1.04,0.56,0.91,2.85,0.36,2.49,1.32,2.12,0.06,126.8,5.03,31.09,56.0,41.3,74.4,408.8,208.0,4.73,4.18,4.08,10.1,0.6799999999999999,0.0,0.0,3.01,4.62,0.89,4.2,2.01,10.83,2.77,3.08,29.5,0.002443481071200001,0.9061153498327535,0.8156674124931382
Hiroki Ito,JPN,Stuttgart,Bundesliga,VfB Stuttgart,25,188.0,84.0,1,20,19,1695,0.0,0.71,0.29,0.06,0.0,0.0,92.7,119.5,1760.7,0.06,6.470000000000001,119.5,103.1,16.18,92.7,4.57,0.12,2.29,1.0,1.29,0.88,0.12,0.71,2.4000000000000004,1.06,1.35,3.58,4.58,0.0,137.1,10.28,47.4,57.6,32.69,70.0,325.4,163.2,1.53,2.05,0.71,4.390000000000001,0.24,0.0,0.0,0.71,0.76,0.12,6.09,1.0,9.87,4.86,3.46,9.5,0.13530470977215311,0.8952354665632023,0.8146440486004985
Konstantinos Mavropanos,GRE,Stuttgart,Bundesliga,West Ham United,26,194.0,89.0,0,23,22,1904,0.02,2.58,0.51,0.0,0.0,0.0,92.7,112.2,1944.2,0.25,6.53,112.2,99.8,12.16,92.7,2.32,0.32,5.3,3.12,3.13,1.75,0.43,0.5,3.57,2.43,1.14,4.19,12.38,0.0,143.7,22.96,78.4,58.3,8.44,69.3,305.5,138.2,1.2,1.3299999999999998,0.38,0.8200000000000001,0.32,0.0,0.0,2.3,2.74,0.25,0.51,3.12,14.87,6.790000000000001,3.06,17.5,0.47234789628130874,0.8704926110756074,0.8146195424489536
Guillermo Maripan,CHI,Monaco,Ligue 1,Monaco,30,190.0,83.0,0,38,36,2881,0.03,1.12,0.3,0.06,0.0,0.0,94.7,110.5,1707.1,0.06,6.48,110.5,104.2,6.02,94.7,2.36,0.25,3.23,1.92,1.41,1.69,0.13,2.27,2.55,1.55,1.0,2.87,4.449999999999999,0.0,128.7,10.67,44.6,75.0,9.9,77.69999999999999,321.9,140.5,0.5700000000000001,0.7,0.63,0.77,0.38,0.06,0.06,1.68,1.28,0.0,2.77,1.92,13.2,2.18,1.78,9.5,0.17374472912900266,0.8909612374036306,0.813334193930997
Alessandro Bastoni,ITA,Inter,Serie A,Inter,25,190.0,75.0,1,33,26,2275,0.01,2.23,0.39,0.18,0.0,0.0,90.8,111.2,1772.1,0.14,10.09,111.2,102.3,8.620000000000001,90.8,4.29,0.46,4.27,2.55,2.3,1.62,0.35,1.86,1.97,0.53,1.44,2.01,3.51,0.0,129.3,10.06,45.900000000000006,65.8,18.52,74.6,391.4,217.2,3.0,2.43,1.71,2.4,0.68,0.09,0.09,2.81,2.64,0.07,2.58,2.55,11.61,3.51,2.12,73.5,0.023483218663082544,0.9012961348085851,0.8127186925542232
Mattia Caldara,ITA,Spezia,Serie A,Milan,30,187.0,80.0,0,24,20,1828,0.0,1.37,0.19,0.0,0.0,0.0,90.8,107.9,1711.9,0.11,6.52,107.9,99.5,7.960000000000001,90.8,1.41,0.41,3.13,1.97,1.46,1.48,0.19,1.04,1.81,1.04,0.77,2.14,7.819999999999999,0.19,127.7,13.58,54.4,68.3,6.17,74.0,426.3,265.5,2.25,0.61,0.69,1.0,0.78,0.0,0.0,1.83,1.25,0.11,0.2,1.97,10.25,4.42,3.02,1.3,0.038740220088236306,0.8999427920008891,0.8125076105176939
Harry Maguire,ENG,Manchester Utd,Premier League,Manchester United,31,193.0,100.0,0,27,21,1737,0.02,1.16,0.33,0.0,0.0,0.0,105.5,121.6,1892.0,0.07,9.4,121.6,118.8,2.5,105.5,2.4,0.27,2.4,1.63,1.37,0.73,0.3,1.16,4.15,2.19,1.96,2.23,5.68,0.0,142.9,9.18,45.8,80.5,17.25,84.3,428.3,236.4,2.37,1.43,1.0,2.4,0.97,0.07,0.0,1.9,1.94,0.07,0.13,1.63,10.95,3.22,2.73,17.5,0.038740220088236306,0.8999225119491528,0.8124893584711312
Lloyd Kelly,ENG,Bournemouth,Premier League,AFC Bournemouth,25,190.0,76.0,1,28,26,2202,0.0,0.48,0.07,0.0,0.0,0.0,103.3,121.2,1915.9,0.27,9.43,121.2,112.8,7.99,103.3,2.81,0.34,3.75,2.01,1.87,1.54,0.34,1.06,2.51,1.24,1.27,2.47,6.25,0.14,140.5,11.38,51.9,74.2,15.5,74.0,345.9,185.3,0.88,1.27,0.62,1.34,0.61,0.07,0.07,2.04,2.2,0.0,0.74,2.01,11.13,4.449999999999999,3.01,5.0,0.03016309241303373,0.9002634420270708,0.8122301251302367
Ezri Konsa,ENG,Aston Villa,Premier League,Aston Villa,26,183.0,77.0,0,38,35,3104,0.0,0.54,0.07,0.0,0.0,0.0,94.4,108.5,1718.7,0.0,4.34,108.5,103.6,4.58,94.4,0.9,0.12,2.37,0.88,1.4500000000000002,0.61,0.31,0.4599999999999999,1.93,0.93,1.0,1.76,5.73,0.1,124.1,16.02,65.3,53.8,5.62,74.6,353.2,206.5,0.87,0.6799999999999999,0.12,1.15,0.36,0.0,0.0,1.58,2.89,0.0,0.41,0.88,8.66,3.44,2.37,23.5,0.006702826493428498,0.9017693859872725,0.812037151890485
Kurt Zouma,FRA,West Ham,Premier League,West Ham United,29,190.0,95.0,0,30,20,1815,0.01,2.1,0.71,0.0,0.0,0.0,53.8,68.2,911.7,0.0,2.96,68.2,66.3,1.55,53.8,3.28,0.14,2.78,1.4700000000000002,0.97,1.64,0.17,0.88,1.49,0.49,1.0,1.92,6.42,0.0,94.8,12.17,40.53,30.9,24.07,55.6,357.20000000000005,169.7,3.74,3.4,1.5,5.74,0.0,0.0,0.0,0.66,3.95,0.17,1.67,1.4700000000000002,8.77,3.61,2.18,16.5,0.10536759259575874,0.8925174175403788,0.8102220246074241
Arnau Martinez,ESP,Girona,La Liga,Girona,21,182.0,72.0,0,30,23,1917,0.02,1.95,0.45,0.0,0.0,0.0,120.2,137.5,1882.3,0.23,15.93,137.5,123.1,13.56,120.2,7.609999999999999,0.76,4.42,2.54,1.9,1.3,1.22,2.95,2.83,0.52,2.31,2.93,2.19,0.0,160.0,3.87,32.8,83.2,44.8,99.8,544.8,282.0,5.69,4.35,2.0,7.64,0.72,0.0,0.0,2.1100000000000003,4.85,0.33,2.92,2.54,12.87,1.2899999999999998,1.12,30.5,0.0014681336016622315,0.8998512867646987,0.8099653850749653
Joe Gomez,ENG,Liverpool,Premier League,Liverpool,27,188.0,77.0,0,28,16,1567,0.0,1.81,0.2,0.78,0.0,0.0,90.5,111.2,1788.6999999999998,0.0,9.89,111.2,104.5,6.15,90.5,3.18,0.08,2.46,1.5799999999999998,1.5699999999999998,0.73,0.16,1.27,1.73,0.81,0.92,1.54,3.95,0.16,126.8,7.73,42.39,70.2,14.95,77.2,359.20000000000005,186.2,1.59,1.01,1.14,1.73,0.24,0.0,0.0,1.4500000000000002,1.11,0.2,4.36,1.5799999999999998,11.31,3.4,3.18,24.5,0.023483218663082544,0.8982203235351738,0.809950462408153
Nicolas Cozza,FRA,Montpellier,Ligue 1,Nantes,25,178.0,72.0,1,24,17,1628,0.02,1.0,0.28,0.0,0.0,0.0,66.4,84.80000000000001,1250.0,0.07,4.66,84.80000000000001,74.80000000000001,9.67,66.4,1.78,0.14,4.470000000000001,3.02,2.41,1.66,0.4,0.7,2.82,1.89,0.93,3.79,4.77,0.07,108.2,10.03,44.8,50.4,13.73,63.0,380.9,185.3,1.92,1.64,0.54,3.16,0.47,0.0,0.0,2.61,2.1100000000000003,0.21,0.99,3.02,10.01,4.04,3.93,4.1,0.0005177451754729056,0.8997103449971601,0.8097758140658738
Patric,ESP,Lazio,Serie A,Lazio,31,184.0,72.0,0,27,23,2096,0.0,0.4599999999999999,0.0,0.0,0.0,0.0,87.7,113.8,1687.0,0.0,6.029999999999999,113.8,96.3,17.14,87.7,2.65,0.14,3.55,2.19,2.26,0.71,0.57,0.78,2.83,1.7000000000000002,1.13,2.24,5.3,0.11,132.8,18.75,62.400000000000006,50.5,20.46,61.2,311.8,142.2,2.73,1.96,0.7,5.010000000000001,0.28,0.0,0.0,1.34,0.88,0.0,5.1,2.19,12.26,1.74,2.4000000000000004,6.0,0.002443481071200001,0.8995657671568051,0.8097727880847847
Kevin Bonifazi,ITA,Bologna,Serie A,Frosinone,28,187.0,85.0,0,22,15,1465,0.0,1.2,0.09,0.09,0.0,0.0,76.5,94.4,1512.6,0.09,5.69,94.4,84.4,9.91,76.5,1.59,0.09,3.35,2.07,2.15,0.77,0.43,0.74,2.24,1.3,0.94,2.41,8.07,0.09,117.4,15.19,57.5,46.0,14.76,59.3,296.5,164.2,2.27,1.42,1.3,2.39,0.48,0.0,0.0,2.36,0.17,0.31,0.82,2.07,9.94,1.84,3.79,2.0,0.1353047097721531,0.8895692716069203,0.8095444731398448
Lisandro Martinez,ARG,Manchester Utd,Premier League,Manchester United,26,178.0,77.0,1,38,28,2497,0.04,2.56,0.45,0.0,0.0,0.0,67.9,84.0,1184.4,0.0,4.5600000000000005,84.0,77.9,5.840000000000001,67.9,2.61,0.19,3.56,2.24,1.84,1.12,0.6,0.53,2.88,1.13,1.76,1.59,6.35,0.0,109.3,14.74,45.150000000000006,48.400000000000006,16.73,59.2,298.20000000000005,162.70000000000002,1.7000000000000002,1.4300000000000002,1.5699999999999998,4.04,0.33,0.0,0.0,2.63,2.3000000000000003,0.97,0.49,2.24,8.940000000000001,4.89,4.12,49.5,0.0018951636436274405,0.8986851626199817,0.8089440563309745
Leonardo Balerdi,ARG,Marseille,Ligue 1,Olympique de Marseille,25,187.0,85.0,0,37,29,2696,0.01,1.02,0.19,0.0,0.0,0.0,130.0,152.6,2242.5,0.3399999999999999,13.36,152.6,138.6,13.63,130.0,4.24,0.44,3.28,2.33,1.99,1.24,0.05,1.48,2.31,1.16,1.15,2.48,4.42,0.0,169.2,8.98,48.0,87.9,34.03,110.3,527.2,278.2,3.42,2.5,0.6799999999999999,9.98,0.5900000000000001,0.1,0.1,2.06,0.8,0.68,5.359999999999999,2.33,13.18,2.37,2.7,10.0,0.1353047097721531,0.8886354038923326,0.8087039921967158
Isak Hien,SWE,Hellas Verona,Serie A,Atalanta,25,191.0,90.0,0,37,33,3086,0.0,0.06,0.0,0.0,0.0,0.0,58.1,77.8,1367.1,0.0,2.52,77.8,66.5,11.06,58.1,0.93,0.0,2.77,1.32,2.08,0.7,0.0,0.92,1.01,0.38,0.63,1.25,3.21,0.0,91.0,36.15,66.8,22.29,2.72,45.6,213.8,109.1,0.76,0.51,0.44,0.13,0.55,0.0,0.0,2.22,0.49,0.0,0.06,1.32,9.39,3.2,1.63,10.5,0.47234789628130874,0.8636596954208914,0.8084699183597093
Moussa Diarra,MLI,Toulouse,Ligue 1,Toulouse,23,185.0,73.0,1,24,12,1184,0.01,1.04,0.95,0.0,0.0,0.0,63.8,79.0,974.2,0.09,5.9,79.0,68.6,10.17,63.8,1.75,0.27,4.5,2.16,3.2,1.21,0.09,2.83,3.16,0.55,2.61,2.5,2.95,0.0,107.5,5.449999999999999,35.5,45.8,27.4,59.8,383.9,166.5,2.77,3.63,2.08,8.12,0.95,0.0,0.0,3.65,1.66,0.0,1.18,2.16,14.52,3.17,5.2,2.8,0.004051557190550468,0.8978608673943671,0.8083445075698691
Omar Alderete,PAR,Getafe,La Liga,Getafe,27,188.0,77.0,1,21,13,1282,0.01,2.65,0.83,0.0,0.0,0.0,54.6,78.0,901.8,0.28,7.470000000000001,78.0,73.2,4.1,54.6,3.5,0.42,2.8200000000000003,1.4,1.28,0.99,0.56,1.4,2.94,0.71,2.24,1.28,4.85,0.0,104.4,5.550000000000001,28.56,53.0,23.83,55.2,268.5,150.4,3.07,1.68,1.81,9.18,0.5700000000000001,0.0,0.0,4.47,3.64,0.28,1.12,1.4,9.18,4.67,3.93,12.0,0.023483218663082544,0.896170976469961,0.8081060500494616
Lukas Kubler,GER,Freiburg,Bundesliga,SC Freiburg,31,182.0,74.0,0,20,11,1037,0.03,2.3,1.04,0.0,0.0,0.0,60.7,90.4,1067.6999999999998,0.0,6.23,90.4,69.6,20.38,60.7,2.99,0.34,4.97,3.12,3.12,1.38,0.47,0.81,2.09,1.27,0.81,2.54,3.25,0.0,112.2,8.09,36.6,50.0,27.6,47.6,234.0,115.0,2.54,2.3,1.61,6.36,0.34,0.0,0.0,2.88,1.5,0.0,5.08,3.12,14.670000000000002,1.97,2.53,3.6,0.002443481071200001,0.8969582575805344,0.807426029466141
Kelvin Amian,FRA,Spezia,Serie A,Nantes,26,180.0,78.0,0,36,27,2492,0.0,1.9,0.4,0.09,0.0,0.0,49.400000000000006,67.6,805.6,0.09,7.39,67.6,58.400000000000006,8.83,49.400000000000006,2.82,0.22,4.99,2.58,2.16,1.59,1.24,1.72,2.69,0.6799999999999999,2.01,1.55,3.63,0.09,92.0,5.29,26.55,38.2,28.8,45.2,284.5,152.3,4.5,3.15,2.87,6.27,0.39,0.0,0.0,3.34,1.92,0.22,1.91,2.58,9.54,2.18,2.87,2.9,0.004051557190550468,0.8958984989121601,0.8065783759358828
Arthur Theate,BEL,Rennes,Ligue 1,Rennes,24,185.0,78.0,1,43,41,3439,0.06,2.45,0.78,0.31,0.0,0.0,105.6,128.2,2099.2,0.06,10.62,128.2,117.1,10.88,105.6,4.83,0.3399999999999999,2.29,1.62,0.95,0.94,0.4,0.5700000000000001,1.39,0.5700000000000001,0.8200000000000001,1.62,4.23,0.05,144.7,8.09,45.1,71.3,29.09,100.5,546.5,298.7,2.92,2.23,0.72,7.84,0.14,0.0,0.0,1.39,1.6,0.18,8.96,1.62,10.02,1.96,1.97,13.5,0.014229379523447447,0.8948512773846654,0.8063075890841929
Gleison Bremer,BRA,Juventus,Serie A,Juventus,27,188.0,82.0,0,36,35,2990,0.03,1.99,0.36,0.06,0.0,0.0,96.6,111.4,1739.5,0.13,5.53,111.4,107.6,3.7,96.6,2.32,0.19,3.39,2.28,1.95,1.13,0.31,0.68,2.92,1.54,1.39,2.75,6.33,0.24,133.1,15.28,59.6,64.8,9.24,63.4,266.79999999999995,130.0,0.6699999999999999,0.61,0.36,0.3,0.55,0.0,0.0,2.87,0.97,0.06,0.19,2.28,11.420000000000002,3.69,2.93,49.0,0.0820525422958824,0.887826907153882,0.8044618263476712
Matteo Darmian,ITA,Inter,Serie A,Inter,34,183.0,70.0,0,36,32,2786,0.01,0.52,0.14,0.0,0.0,0.0,84.19999999999999,105.5,1400.6999999999998,0.18,7.819999999999999,105.5,85.4,19.44,84.19999999999999,4.66,0.36,3.83,2.1,1.91,1.09,0.82,0.56,2.05,0.37,1.67,1.5699999999999998,3.86,0.05,121.9,5.57,31.1,55.5,35.7,61.8,275.6,151.3,3.15,2.72,0.7,10.14,0.3299999999999999,0.0,0.0,2.1500000000000004,2.1,0.52,5.33,2.1,8.57,1.35,1.62,10.0,0.001135562270584712,0.892464410759128,0.8032952477381875
Adam Masina,MAR,Udinese,Serie A,Torino,30,191.0,87.0,1,23,20,1619,0.01,1.45,0.56,0.0,0.0,0.0,58.4,79.4,1096.2,0.14,5.02,79.4,69.9,8.780000000000001,58.4,2.82,0.21,4.67,2.93,1.96,2.37,0.34,1.8,2.23,0.6599999999999999,1.58,3.84,4.279999999999999,0.29,100.7,6.04,36.13,43.1,22.91,58.2,333.6,159.5,2.51,2.07,1.25,4.47,0.0,0.07,0.0,1.96,1.71,0.07,5.85,2.93,10.52,4.3,2.77,2.5,0.6065167471281854,0.8480070766188279,0.803237392497979
Pau Torres,ESP,Villarreal,La Liga,Aston Villa,27,191.0,80.0,1,40,39,3510,0.02,0.93,0.14,0.0,0.0,0.05,97.8,114.6,2017.5,0.14,11.489999999999998,114.6,107.6,6.789999999999999,97.8,2.48,0.29,2.1100000000000003,1.21,1.12,0.74,0.24,0.54,2.6100000000000003,1.74,0.8600000000000001,2.12,7.73,0.1699999999999999,133.1,17.46,55.2,70.2,8.79,88.4,640.8,418.2,4.12,2.56,0.54,0.82,0.5,0.0,0.0,1.44,1.08,0.0,0.56,1.21,11.47,3.56,2.47,42.0,0.10536759259575874,0.8842419550956732,0.802774108407189
Philipp Lienhart,AUT,Freiburg,Bundesliga,SC Freiburg,27,189.0,83.0,0,27,26,2328,0.02,2.98,0.87,0.0,0.0,0.0,68.2,82.19999999999999,1340.9,0.31,4.54,82.19999999999999,78.5,3.63,68.2,2.42,0.41,1.2899999999999998,0.8200000000000001,0.78,0.51,0.0,0.36,1.86,0.8300000000000001,1.03,1.14,3.78,0.0,100.0,8.540000000000001,38.71,45.4,16.32,61.4,348.70000000000005,160.9,1.29,0.78,1.28,7.59,0.2,0.0,0.0,1.7,2.78,1.28,0.2,0.8200000000000001,7.81,3.26,2.42,18.0,0.1353047097721531,0.8814808680565904,0.8022649099445479
Gian Marco Ferrari,ITA,Sassuolo,Serie A,Sassuolo,32,189.0,82.0,1,38,34,2998,0.01,0.6599999999999999,0.18,0.0,0.0,0.0,81.0,96.7,1594.0,0.0,6.86,96.7,88.4,8.17,81.0,1.3199999999999998,0.12,2.9000000000000004,1.8,1.94,0.8400000000000001,0.12,0.61,2.1,1.49,0.61,3.15,7.09,0.18,115.2,14.24,55.0,56.0,4.88,68.9,357.7,204.3,1.14,1.27,0.24,0.8,0.41,0.0,0.0,1.74,2.27,0.0,0.37,1.8,9.89,4.35,2.06,1.6,0.10536759259575873,0.8808087609882763,0.7996842337105318
Rafael Toloi,ITA,Atalanta,Serie A,Atalanta,33,185.0,75.0,0,25,22,1885,0.02,2.85,0.6599999999999999,0.0,0.0,0.0,57.5,73.9,941.6,0.06,6.13,73.9,68.8,4.86,57.5,3.72,0.37,2.13,1.3,1.18,0.95,0.0,1.16,1.78,0.68,1.09,2.36,3.06,0.0,94.6,5.6000000000000005,27.41,43.0,25.22,54.2,254.2,104.5,3.4,2.65,1.5499999999999998,11.170000000000002,0.39,0.0,0.0,2.72,1.23,0.47,1.36,1.3,8.8,4.91,4.81,11.5,0.006702826493428498,0.887390227459207,0.799095909215226
Niklas Stark,GER,Werder Bremen,Bundesliga,Werder Bremen,29,190.0,88.0,0,37,28,2600,0.11,2.39,1.07,0.06,0.06,0.06,61.8,78.0,1152.0,0.0,4.87,78.0,75.4,2.25,61.8,2.08,0.12,3.16,2.19,1.54,1.37,0.26,0.71,1.5499999999999998,0.46,1.09,2.61,5.41,0.0,102.3,8.18,37.79,48.5,16.86,61.0,340.0,149.2,1.41,1.28,1.39,6.62,0.46,0.0,0.0,2.59,2.67,0.49,0.18,2.19,7.82,5.29,6.359999999999999,4.0,0.6065167471281854,0.8428582237994413,0.798603424960531
Julien Laporte,FRA,Lorient,Ligue 1,Lorient,30,185.0,82.0,0,37,31,2690,0.0,0.9,0.2,0.0,0.0,0.0,79.19999999999999,97.2,1397.5,0.16,5.25,97.2,85.8,11.18,79.19999999999999,2.72,0.39,3.81,2.29,2.55,1.12,0.14,1.7599999999999998,2.79,1.62,1.17,2.46,7.800000000000001,0.2,121.4,16.1,54.2,51.2,17.18,74.5,415.5,219.0,2.81,2.57,0.98,4.14,0.22,0.0,0.0,1.86,2.36,0.37,2.73,2.29,10.19,1.93,1.97,3.5,0.038740220088236306,0.8838057842283116,0.7979843035223741
